date,Lat,Lon,CPUE,Class,Chla,WS,D0,D50,D100,D150,D200,D250,D300,D350,D400,D450,D500,MLD,T0,T50,T100,T150,T200,T250,T300,T400,T500,S100,S200,S300,S400,S500,EKE
2016/1/15,-34.5,8,0.357142857,1,0.021050213,0.544776136,0.258475198,0.814237996,0.603370306,0.623684867,0.802135453,0.892968309,0.92117612,0.895648759,0.734891543,0.667436892,0.628129647,0.093571429,0.732225914,0.824540836,0.724222358,0.399534523,0.274392969,0.390227396,0.35907281,0.460572843,0.515741868,0.56626506,0.232704403,0.300869565,0.411233701,0.461538462,0.005790516
2016/1/16,-33.5,8,0.384615385,1,0.021789983,0.480928708,0.249630221,0.81413489,0.605946597,0.632499364,0.813942637,0.893268728,0.903390115,0.861160472,0.711111279,0.648886227,0.606594175,0.078571429,0.647973422,0.804155269,0.79489177,0.439598803,0.262773723,0.339334055,0.226251422,0.291371994,0.368585841,0.504518072,0.215408805,0.207826087,0.290872618,0.408523909,0.010849065
2016/1/17,-33.5,7.5,0.384615385,1,0.019155355,0.533167484,0.210687896,0.768625643,0.618505801,0.644615026,0.809911061,0.885380461,0.897410837,0.858606479,0.712554807,0.651265323,0.609707524,0.087142857,0.685448505,0.823368503,0.833342608,0.563005652,0.300387308,0.368164591,0.250568828,0.289957567,0.397634371,0.518448795,0.257337526,0.224347826,0.279839519,0.397089397,0.008304182
2016/1/18,-33.5,8,0.185185185,1,0.020849418,0.429519059,0.252883761,0.825653515,0.594037078,0.633751183,0.814188659,0.892903742,0.903180953,0.861107388,0.710988982,0.648274089,0.605659064,0.078571429,0.66538206,0.802136251,0.705302988,0.432284163,0.318561001,0.396182999,0.268629124,0.259193777,0.345451383,0.49435241,0.269392034,0.230434783,0.261785356,0.395010395,0.002857052
2016/1/19,-33.5,8,0.75,1,0.02138652,0.561359868,0.252108986,0.830844251,0.591718369,0.634389221,0.815719265,0.893434323,0.901245077,0.857216147,0.707173683,0.646020922,0.605067858,0.080714286,0.64372093,0.794190439,0.622113405,0.304776682,0.291821838,0.41053059,0.296643914,0.354490806,0.424769525,0.439759036,0.236897275,0.243478261,0.322968907,0.429313929,0.023674117
2016/1/20,-37,8,0,0,0.019915096,0.703980123,0.214690364,0.748993435,0.659995028,0.616723763,0.806442574,0.901591703,0.942256439,0.930353137,0.835187576,0.772915094,0.714779726,0.087857143,0.589900332,0.791650384,0.796616771,0.365676604,0.093177417,0.155793178,0.156001138,0.289957567,0.392068186,0.585843373,0.106918239,0.206086957,0.35005015,0.478170478,0.088229895
2016/1/21,-34,8,1.6,1,0.02151395,0.650082895,0.251009179,0.823454248,0.586449004,0.629926365,0.809777518,0.894828185,0.914017788,0.880807678,0.734722764,0.670182886,0.626030677,0.093571429,0.599069767,0.800377752,0.50459073,0.248642358,0.279010874,0.422171088,0.353811149,0.465700141,0.558705862,0.412274096,0.221174004,0.270434783,0.398194584,0.509355509,0.008163007
2016/1/22,-34,8,0,0,0.021978306,0.569651735,0.256292386,0.831837054,0.586510142,0.629237912,0.809455185,0.894837345,0.913609421,0.879539814,0.733179394,0.669262584,0.625923142,0.087857143,0.617009967,0.801354696,0.59373435,0.255347445,0.302696261,0.461423931,0.379408419,0.495226308,0.590537485,0.488704819,0.253144654,0.292173913,0.414242728,0.513513514,0.006578862
2016/1/23,-34,7.5,0,0,0.021378685,0.689054725,0.230730609,0.797822031,0.60543834,0.645099441,0.810417349,0.890241059,0.909581131,0.879008635,0.741136032,0.678232601,0.634206605,0.096428571,0.688239203,0.824084929,0.689332814,0.302560124,0.258155817,0.386302112,0.312428896,0.488684583,0.587928335,0.593373494,0.204926625,0.273913043,0.407221665,0.505197505,0.008796199
2016/1/24,-39,8,0,0,0.023075334,0.796849103,0.234158619,0.814324606,0.573915308,0.661375864,0.823993651,0.906240282,0.949829361,0.946554936,0.876878293,0.825370831,0.777062301,0.075,0.643322259,0.81724632,0.84480552,0.719660867,0.144644719,0.186383324,0.219567691,0.42344413,0.516263698,0.603915663,0.179245283,0.272173913,0.440320963,0.520790021,0.041573559
2016/1/25,-38.5,8,0,0,0.022538349,0.784411244,0.218140991,0.80144417,0.58678036,0.650284597,0.816722864,0.903543182,0.947868507,0.942228443,0.867265765,0.813421728,0.764387388,0.075,0.61461794,0.813729321,0.844861165,0.575362961,0.125726203,0.169057932,0.200938567,0.423797737,0.515741868,0.601656627,0.156708595,0.257391304,0.437311936,0.522869023,0.07729743
2016/1/26,-37,6.5,1.034482759,1,0.022400175,0.737976794,0.186837863,0.715160796,0.792233258,0.680829793,0.819891635,0.879460393,0.883319601,0.847081765,0.725111727,0.676337284,0.645568879,0.091428571,0.706445183,0.859515436,0.909187024,0.608888396,0.28012811,0.399972929,0.342718999,0.546499293,0.74604279,0.598268072,0.262578616,0.325217391,0.491474423,0.642411642,0.080474107
2016/1/27,-37,6,4.62962963,1,0.019503517,0.813432835,0.211470426,0.719805066,0.820962366,0.687540248,0.819747992,0.883513025,0.893492417,0.864788002,0.742092115,0.679122154,0.629847037,0.295,0.711760797,0.862967305,0.90679428,0.23783664,0.328020259,0.531402274,0.44837884,0.627475248,0.71647243,0.598268072,0.268867925,0.376521739,0.53560682,0.62993763,0.059999963
2016/1/28,-38.5,6,0,0,0.022979372,0.737976794,0.185109318,0.714775979,0.834469254,0.689632479,0.822780199,0.885581096,0.909063161,0.902901088,0.837513942,0.782582795,0.722117495,0.548571429,0.707641196,0.859189788,0.917144288,0.302116813,0.35818561,0.566865187,0.424061433,0.598656294,0.530353105,0.634412651,0.290356394,0.366956522,0.520561685,0.518711019,0.006932965
2016/1/29,-36.5,5.5,7.916666667,1,0.020064486,0.676616946,0.293314249,0.73495259,0.840720994,0.690254504,0.814758223,0.879957445,0.885255211,0.854785817,0.750108576,0.694813631,0.642608406,0.221428571,0.660066445,0.836264166,0.80557565,0.217278067,0.300834202,0.551705468,0.585608646,0.689886846,0.644807793,0.58621988,0.224842767,0.43826087,0.554663992,0.583160083,0.017891056
2016/1/30,-38,5.5,5.909090909,1,0.019060724,0.655887261,0.272050247,0.730783183,0.815415248,0.695336215,0.817790257,0.882236378,0.913327191,0.909090291,0.859626716,0.812797608,0.754598034,0.239285714,0.651694352,0.831900482,0.812920817,0.269311759,0.343736035,0.555224689,0.503697383,0.703323904,0.742911811,0.587349398,0.283018868,0.37826087,0.554663992,0.648648649,0.025914285
2016/1/31,-38,5.5,4.814814815,1,0.019194226,0.6658375,0.287130907,0.733776257,0.827695679,0.695071059,0.813769299,0.879874292,0.912955803,0.909064603,0.861962693,0.81492099,0.755124257,0.223571429,0.667375415,0.828513742,0.756051416,0.2511914,0.310740355,0.585002707,0.504692833,0.743811881,0.713689337,0.590737952,0.265199161,0.387826087,0.571715145,0.636174636,0.031024551
2016/2/1,-38,6,2.5,1,0.019901121,0.921227213,0.247558552,0.726251986,0.849921978,0.688998722,0.816242645,0.883023266,0.91075023,0.901726931,0.808967764,0.7400431,0.673289978,0.312857143,0.677076412,0.828253224,0.767180457,0.292641028,0.261209593,0.531266919,0.525170648,0.566301273,0.560445295,0.634036145,0.206498952,0.389565217,0.500501505,0.532224532,0.013636694
2016/2/2,-38,6,1.914893617,1,0.019555079,0.767827512,0.260168848,0.728511627,0.846760673,0.688865946,0.814596107,0.88231962,0.910526935,0.901210602,0.805681422,0.735888584,0.670403459,0.317857143,0.715747508,0.854044549,0.822936954,0.228360856,0.249441382,0.491066594,0.473833902,0.521923621,0.515567925,0.611822289,0.190251572,0.364347826,0.462387161,0.523908524,0.010220532
2016/2/3,-33.5,5.5,1.5,1,0.017603734,0.599502492,0.211045882,0.719595531,0.676629239,0.68757687,0.782498278,0.793857166,0.743378378,0.715063324,0.676274212,0.664122957,0.644564604,0.171428571,0.757740864,0.872476228,0.409381782,0.201983819,0.181885893,0.269220357,0.300056883,0.504950495,0.581144547,0.390060241,0.14360587,0.246956522,0.427281846,0.503118503,0.00853761
2016/2/4,-31.5,5,0.476190476,1,0.018055315,0.563018242,0.233774139,0.749089782,0.628414546,0.642780817,0.738055987,0.800479102,0.794072676,0.758489647,0.667099789,0.631118456,0.59810801,0.19,0.824584718,0.881268725,0.343275277,0.202205475,0.305973484,0.454656199,0.442263936,0.471181047,0.357627413,0.34751506,0.236897275,0.385217391,0.396188566,0.343035343,0.020454575
2016/2/5,-32.5,5,0,0,0.017234922,0.561359868,0.232178709,0.724560578,0.633154071,0.692318833,0.73606165,0.777073456,0.805721533,0.785053866,0.694726713,0.654452784,0.621652598,0.173571429,0.806777409,0.902435847,0.410494686,0.222874875,0.251675853,0.352598809,0.324658703,0.474186704,0.46408071,0.342996988,0.199161426,0.286956522,0.414242728,0.477130977,0.040233559
2016/2/6,-32,5,0.384615385,1,0.018016019,0.466832516,0.234492696,0.732190705,0.634880153,0.65210549,0.710235065,0.782281342,0.801876627,0.775872346,0.678284107,0.637270926,0.602878687,0.180714286,0.764916944,0.853132734,0.298592176,0.241050648,0.333680918,0.566865187,0.493316268,0.46198727,0.440424422,0.320783133,0.278301887,0.411304348,0.397191575,0.415800416,0.030212909
2016/2/7,-32,5,1.162790698,1,0.017665916,0.602819238,0.235055523,0.750284102,0.628510217,0.651836926,0.707122319,0.77750612,0.80337569,0.780949266,0.681739601,0.63969179,0.604017197,0.177857143,0.739401993,0.832486648,0.352568026,0.299678599,0.419856994,0.75,0.695676906,0.641442716,0.624978257,0.365963855,0.360587002,0.553913043,0.51554664,0.531185031,0.03783917
2016/2/8,-33,5,1.25,1,0.017172878,0.600331698,0.230748056,0.730346698,0.636904079,0.700040207,0.783273379,0.793695929,0.804178024,0.790101855,0.717413767,0.68262046,0.653878432,0.185,0.711096346,0.863097564,0.328418007,0.26975507,0.370773127,0.62425555,0.5221843,0.66407355,0.688119673,0.442394578,0.318658281,0.428695652,0.518555667,0.568607069,0.070169709
2016/2/9,-32.5,4.5,0.869565217,1,0.016778374,0.441127711,0.241614945,0.748568406,0.646920582,0.622994274,0.658287791,0.737562312,0.765620952,0.751888832,0.696350454,0.670096503,0.642459973,0.160714286,0.692225914,0.846098736,0.218129208,0.289981159,0.440935498,0.845560368,0.771473265,0.803217822,0.629326839,0.288027108,0.373689727,0.599130435,0.608826479,0.551975052,0.079147618
2016/2/10,-32,4.5,0.869565217,1,0.017954736,0.397180762,0.247702652,0.757321021,0.6560153,0.605163778,0.688550724,0.759333973,0.74906067,0.724625819,0.681176176,0.662289809,0.636582623,0.145,0.744983389,0.821610004,0.213510656,0.299069046,0.457098168,0.830536004,0.729806598,0.682991513,0.55331362,0.297816265,0.395702306,0.569565217,0.543630893,0.497920998,0.026671879
2016/2/11,-31.5,4.5,0.769230769,1,0.021775699,0.520729705,0.291840302,0.74954918,0.670263619,0.613086258,0.721789321,0.768832567,0.748810174,0.723968332,0.672651017,0.654236701,0.628968328,0.177142857,0.757873754,0.869936173,0.255801013,0.285714286,0.438030687,0.817406605,0.767491468,0.669908062,0.579405114,0.321159639,0.377358491,0.586956522,0.538615848,0.495841996,0.006066344
2016/2/12,-31.5,4.5,0,0,0.023102611,0.528192364,0.304721995,0.74048713,0.69581596,0.614842785,0.716330986,0.770543746,0.759178195,0.734158613,0.674827784,0.654321995,0.628185178,0.185714286,0.692757475,0.852286049,0.338044627,0.285381802,0.436392075,0.81402274,0.771615472,0.680693069,0.586014959,0.367093373,0.379454927,0.590434783,0.542627884,0.497920998,0.032696755
2016/2/13,-32.5,4.5,0,0,0.021519741,0.560530702,0.253293442,0.735600215,0.654338034,0.6180887,0.652686807,0.730133656,0.761765201,0.75134323,0.698055975,0.671015046,0.641534966,0.167142857,0.651428571,0.824280318,0.326804296,0.250249363,0.371890362,0.721846237,0.75241752,0.908592645,0.769525135,0.326054217,0.311844864,0.576521739,0.651955868,0.626819127,0.00468674
2016/2/14,-32.5,4.5,2.142857143,1,0.02173639,0.667495834,0.265388082,0.747186547,0.659022228,0.623123879,0.652846722,0.729877615,0.762790118,0.751260532,0.696617667,0.670125912,0.64083862,0.176428571,0.707109635,0.843167904,0.295976852,0.2511914,0.371145539,0.718462371,0.750568828,0.90417256,0.782049052,0.309864458,0.309224319,0.573913043,0.650952859,0.628898129,0.018323434
2016/2/15,-31.5,4.5,0.192307692,1,0.023289088,0.633499163,0.313671008,0.761362691,0.700770921,0.62055088,0.714491515,0.777824949,0.77010881,0.741916773,0.675189619,0.653123523,0.624912769,0.18,0.714551495,0.860622639,0.243559067,0.284550593,0.435200358,0.794802382,0.72682025,0.650990099,0.563576274,0.309487952,0.376310273,0.563478261,0.520561685,0.493762994,0.034303265
2016/2/16,-32,4,2.5,1,0.023658387,0.645107815,0.329003034,0.769351514,0.67251397,0.58012791,0.672169679,0.709370862,0.665732709,0.652028627,0.662190244,0.663024945,0.644080193,0.185,0.737940199,0.869936173,0.226086473,0.221766596,0.330329212,0.632782891,0.639505119,0.780940594,0.665333101,0.277861446,0.264675052,0.484347826,0.576730191,0.550935551,0.063431035
2016/2/17,-32,4.5,0.612244898,1,0.022184706,0.742951874,0.317786559,0.743792503,0.655185732,0.611824927,0.687807218,0.76196215,0.766801518,0.744154909,0.683428799,0.659178383,0.629241806,0.177142857,0.693554817,0.853588641,0.274442157,0.231408622,0.339937435,0.609501895,0.601109215,0.815594059,0.730909723,0.287274096,0.275681342,0.466086957,0.589769308,0.581081081,0.063978963
2016/2/18,-33,4,2.4,1,0.021546372,0.690713138,0.327077403,0.747334448,0.638448708,0.563248248,0.610589154,0.659668817,0.674057118,0.682056858,0.684788642,0.67680573,0.655380271,0.175714286,0.617674419,0.815097043,0.308886539,0.280062064,0.353716669,0.590010828,0.523606371,0.63437058,0.630370499,0.397213855,0.294549266,0.410434783,0.487462387,0.523908524,0.008267374
2016/2/19,-32,4,0.740740741,1,0.023045108,0.697346631,0.32447651,0.757548544,0.687765384,0.584084909,0.668130852,0.721132648,0.692651635,0.675517405,0.665745705,0.662248461,0.643455363,0.170714286,0.664850498,0.839325257,0.264871181,0.244320071,0.342767764,0.611667569,0.592292378,0.762376238,0.671942947,0.302334337,0.277777778,0.446956522,0.568706118,0.53950104,0.013088766
2016/2/20,-32.5,4,0.769230769,1,0.022543556,0.627694876,0.329264739,0.752118027,0.684093388,0.581774054,0.638116143,0.694655223,0.684498164,0.679727404,0.678291937,0.67059729,0.649369515,0.164285714,0.641993355,0.822456689,0.343442212,0.283276072,0.358483539,0.635354629,0.566979522,0.665134371,0.6874239,0.407003012,0.291928721,0.43826087,0.501504514,0.546777547,0.042078622
2016/2/21,-32.5,3.5,0.416666667,1,0.04430704,0.62437813,0.339032468,0.77925629,0.607641208,0.520219898,0.581726435,0.586734236,0.575047033,0.600979329,0.663939099,0.66770928,0.649926662,0.197142857,0.718272425,0.843233034,0.238829225,0.215061509,0.329882318,0.668245804,0.715017065,0.825318246,0.612280397,0.302334337,0.276205451,0.551304348,0.603811434,0.504158004,0.000952817
2016/2/22,-32.5,4,1.041666667,1,0.026007919,0.687396391,0.326757542,0.756080075,0.676253539,0.58881625,0.640348258,0.703421623,0.697666086,0.688024467,0.679447455,0.671120197,0.649695389,0.174285714,0.691428571,0.846489514,0.462689889,0.316302782,0.386786832,0.629399025,0.569397042,0.632425743,0.612280397,0.46875,0.318658281,0.437391304,0.48445336,0.522869023,0.033993425
2016/2/24,-34.5,4,0.416666667,1,0.01979185,0.608623564,0.281160806,0.741020077,0.611094784,0.560142045,0.619521931,0.620108136,0.64827538,0.675498416,0.693784468,0.689126171,0.672935968,0.165714286,0.596013289,0.8007034,0.525290746,0.362905907,0.352003575,0.616811045,0.533276451,0.601661952,0.696642894,0.486822289,0.295073375,0.428695652,0.478435306,0.575883576,0.030980288
2016/2/25,-34,4,0.740740741,1,0.022668016,0.557213916,0.289383507,0.756586787,0.645551834,0.579452655,0.626532797,0.626346677,0.667124926,0.693204354,0.699400738,0.689703539,0.669494133,0.158571429,0.626445183,0.810342582,0.46558344,0.322453729,0.341948458,0.624526259,0.559015927,0.599540311,0.668638024,0.445783133,0.28197065,0.44,0.473420261,0.554054054,0.010233578
2016/2/26,-34,4,1.6,1,0.035910916,0.532338317,0.293985635,0.762394789,0.651535711,0.586689854,0.639087759,0.633647356,0.67064649,0.697260948,0.703015441,0.692010747,0.670528112,0.152857143,0.673887043,0.788784682,0.52640365,0.313144187,0.3324892,0.583784515,0.509101251,0.559936351,0.611758567,0.47063253,0.281446541,0.407826087,0.454363089,0.523908524,0.01559917
2016/2/27,-34,4,2.5,1,0.050175669,0.532338317,0.297679874,0.767763671,0.63296524,0.588454148,0.641183613,0.636406044,0.676052507,0.702723835,0.706330369,0.693668867,0.671017575,0.152857143,0.684252492,0.728474665,0.559790774,0.322730799,0.325264412,0.520979968,0.441979522,0.513260255,0.546355888,0.487951807,0.283542977,0.364347826,0.432296891,0.48960499,0.016722981
2016/2/28,-34,3.5,1.052631579,1,0.092504797,0.588723046,0.306705782,0.792200881,0.611828132,0.504004789,0.540222732,0.560951741,0.599382243,0.638934103,0.679413774,0.675889365,0.65705659,0.169285714,0.667109635,0.765207763,0.444883423,0.254627064,0.30679279,0.526935571,0.523464164,0.559759547,0.558879805,0.444653614,0.251048218,0.413913043,0.448345035,0.482328482,0.001028762
2016/2/29,-34,3.5,0.740740741,1,0.080137858,0.496683273,0.311892061,0.791275785,0.629083773,0.510102057,0.543219632,0.563992883,0.602236144,0.640414259,0.679633303,0.675905368,0.657160249,0.171428571,0.636013289,0.789175459,0.438372934,0.285825114,0.308580366,0.515295073,0.487059158,0.484264498,0.502870064,0.440888554,0.254716981,0.391304348,0.399197593,0.459459459,0.012976944
2016/3/2,-35.5,3.5,1.041666667,1,0.045759461,0.667495834,0.263382325,0.776632568,0.532797777,0.468175627,0.536773151,0.56872844,0.633999916,0.676773321,0.712046647,0.705145837,0.684047282,0.118571429,0.710564784,0.795362772,0.559234322,0.342513576,0.363324892,0.552517596,0.452929465,0.571782178,0.619064185,0.549322289,0.344339623,0.369565217,0.476429288,0.528066528,0.161659681
2016/3/3,-35.5,3.5,1.111111111,1,0.047063768,0.480099502,0.249135889,0.773982266,0.536768951,0.469202679,0.53624813,0.566661525,0.63002745,0.671897897,0.708881193,0.703851515,0.683384647,0.126428571,0.720265781,0.81398984,0.55878916,0.303723817,0.318933413,0.556848944,0.447241183,0.538719943,0.603235345,0.493975904,0.289308176,0.342608696,0.450351053,0.520790021,0.100056936
2016/3/4,-35.5,3.5,1.6,1,0.046105346,0.536484231,0.248777257,0.766792864,0.58769108,0.471244177,0.536867071,0.563326679,0.624309958,0.666927827,0.706414385,0.702605537,0.682701367,0.138571429,0.736744186,0.835743129,0.545601246,0.304998338,0.283330851,0.527612344,0.464021615,0.525813296,0.622716994,0.475150602,0.225890985,0.352173913,0.435305918,0.535343035,0.093876906
2016/3/5,-35.5,3.5,3.333333333,1,0.041873434,0.533167484,0.252496696,0.762783387,0.616991937,0.472733051,0.537392307,0.561715995,0.623509002,0.667056867,0.706010459,0.701642672,0.681827581,0.143571429,0.792159468,0.856714863,0.598631128,0.252909232,0.276552957,0.473741202,0.473976109,0.54844413,0.663767612,0.50376506,0.221698113,0.375652174,0.435305918,0.557172557,0.114828623
2016/3/6,-34.5,3.5,2.083333333,1,0.039587929,0.483416248,0.264400712,0.784320892,0.640559279,0.518815564,0.565897862,0.577352457,0.612896618,0.649683684,0.684774805,0.681557135,0.663589823,0.152857143,0.791229236,0.82721115,0.58828112,0.294137205,0.324594071,0.426367082,0.312997725,0.392503536,0.44720821,0.611822289,0.32966457,0.276521739,0.360080241,0.440748441,0.023581398
2016/3/7,-34.5,4,3.6,1,0.033391665,0.437810965,0.265619417,0.751076764,0.643146009,0.631755105,0.740136388,0.744533847,0.72471226,0.735862584,0.725208752,0.706067313,0.679787497,0.142142857,0.764119601,0.859320047,0.567636748,0.26216336,0.244153136,0.36491608,0.281285552,0.400282885,0.44720821,0.487951807,0.206498952,0.252173913,0.370110331,0.440748441,0.029962707
2016/3/8,-34,4,0.434782609,1,0.023699549,0.554726376,0.250523248,0.742328731,0.63761655,0.638224265,0.731589046,0.709016638,0.731112615,0.748543277,0.723893404,0.698499617,0.669689082,0.188571429,0.826046512,0.901849681,0.462133437,0.262883742,0.282958439,0.451543043,0.348549488,0.429278642,0.497477822,0.50376506,0.237421384,0.305217391,0.385155466,0.461538462,0.132965687
2016/3/10,-33.5,4,0.384615385,1,0.019136826,0.572968481,0.239144581,0.753788012,0.605139319,0.632892222,0.678165982,0.680649988,0.733396234,0.743087175,0.712557375,0.688421785,0.660566893,0.160714286,0.790564784,0.889214537,0.336319626,0.211515017,0.27983018,0.552788305,0.571672355,0.611209335,0.588971995,0.415662651,0.199161426,0.41826087,0.486459378,0.515592516,0.062551834
2016/3/11,-33.5,4,1.538461538,1,0.018713461,0.611111105,0.239282864,0.750092896,0.615839568,0.628319816,0.678857349,0.676934771,0.727443002,0.740560578,0.712749271,0.688853952,0.660853829,0.187857143,0.766910299,0.85209066,0.173167882,0.178488308,0.277148816,0.569842989,0.596700796,0.639497878,0.601669856,0.271084337,0.200209644,0.433913043,0.500501505,0.520790021,0.100688264
2016/3/12,-34,4,0.740740741,1,0.018509983,0.577943601,0.231492461,0.754641278,0.602040407,0.642141193,0.733670138,0.712359577,0.729435946,0.74589754,0.722684774,0.698256471,0.669664953,0.182142857,0.788305648,0.892861795,0.210060653,0.189681924,0.267987487,0.547238766,0.536262799,0.612270156,0.589841712,0.31061747,0.196016771,0.402608696,0.487462387,0.517671518,0.135302767
2016/3/13,-34,4,0.384615385,1,0.018925671,0.422056399,0.23095742,0.757739291,0.598623953,0.642851128,0.732610687,0.710579475,0.72955275,0.744990935,0.721143227,0.697570349,0.669552147,0.177857143,0.833089701,0.899049108,0.375549496,0.183697218,0.27632951,0.558202491,0.604806598,0.640028289,0.595407897,0.394578313,0.203354298,0.432173913,0.502507523,0.51975052,0.102093028
2016/3/14,-34,4,0.833333333,1,0.019018011,0.470149262,0.229473779,0.758637465,0.607365339,0.644249595,0.734918638,0.71092445,0.725968472,0.740907244,0.718798964,0.696788126,0.66947645,0.193571429,0.83986711,0.849876254,0.223526793,0.188961543,0.290108744,0.571737953,0.57963595,0.571782178,0.566359367,0.291792169,0.221174004,0.415652174,0.467402207,0.504158004,0.007899759
2016/3/15,-34.5,4,0.833333333,1,0.019526746,0.427860686,0.224854205,0.756536608,0.619197003,0.66062241,0.774203692,0.776672453,0.744027196,0.746747562,0.724232536,0.704151133,0.67780534,0.192857143,0.828039867,0.896443923,0.450503589,0.189016957,0.266795769,0.454250135,0.463879408,0.558521924,0.565663594,0.496987952,0.198113208,0.372173913,0.456369107,0.5,0.028922763
2016/3/16,-34.5,4,3.181818182,1,0.018801314,0.477611962,0.222953775,0.752582351,0.620863673,0.66081987,0.774647396,0.779930194,0.742101276,0.744367415,0.722554275,0.703107246,0.677235824,0.2,0.793621262,0.893903869,0.435535029,0.187964092,0.268881275,0.459528966,0.467007964,0.595650636,0.603757175,0.486445783,0.19129979,0.367826087,0.475426279,0.517671518,0.033790747
2016/3/17,-35.5,4,0,0,0.020799125,0.448590371,0.226629274,0.758289996,0.611464754,0.655176537,0.772278328,0.828712795,0.810512156,0.779545534,0.737781168,0.721057251,0.698389542,0.195,0.744053156,0.849159828,0.434922931,0.290701541,0.27886191,0.44883595,0.411405006,0.505657709,0.526874239,0.447665663,0.215932914,0.327826087,0.424272818,0.482328482,0.01921801
